"Title","URL","image URL","image2 URL","Price1","Price2","Price3","desc1","desc2","desc3","Item ID","Type","Brand","Price level","Tag ID","Gender","online Date","offline Date","Stock","Status"
"朝日 唯品纯鲜奶","http://www.fieldschina.com/zh/item-106.html","http://www.fieldschina.com/zh/item-106.html","","26","26","0","","","","106","Milk","","","","","","","0","0"
"恩波露 乡村干酪","http://www.fieldschina.com/zh/item-110.html","http://www.fieldschina.com/zh/item-110.html","","36","36","0","","","","110","Dairy","","","","","","","0","0"
"恩波露 乡村干酪","http://www.fieldschina.com/zh/item-110.html","http://www.fieldschina.com/zh/item-110.html","","36","36","0","","","","110","Cheese","","","","","","","0","0"
"美国 柠檬","http://www.fieldschina.com/zh/item-123.html","http://www.fieldschina.com/zh/item-123.html","","25","25","0","","","","123","Citrus Fruit","","","","","","","0","0"
"Zespri 佳沛 新西兰猕猴桃","http://www.fieldschina.com/zh/item-142.html","http://www.fieldschina.com/zh/item-142.html","","35","35","0","","","","142","Fruit","","","","","","","0","0"
"Zespri 佳沛 新西兰猕猴桃","http://www.fieldschina.com/zh/item-142.html","http://www.fieldschina.com/zh/item-142.html","","35","35","0","","","","142","Tropical & Specialty Fruit","","","","","","","0","0"
"新西兰 红玫瑰苹果","http://www.fieldschina.com/zh/item-154.html","http://www.fieldschina.com/zh/item-154.html","","48","48","0","","","","154","Fruit","","","","","","","0","0"
"新西兰 红玫瑰苹果","http://www.fieldschina.com/zh/item-154.html","http://www.fieldschina.com/zh/item-154.html","","48","48","0","","","","154","Apples, Bananas & Pears","","","","","","","0","0"
"贝拉米 有机婴儿奶粉（1阶段，0-12个月）","http://www.fieldschina.com/zh/item-155.html","http://www.fieldschina.com/zh/item-155.html","","398","398","0","","","","155","Maternity &amp; Baby","","","","","","","0","0"
"贝拉米 有机婴儿奶粉（1阶段，0-12个月）","http://www.fieldschina.com/zh/item-155.html","http://www.fieldschina.com/zh/item-155.html","","398","398","0","","","","155","Baby Formulas","","","","","","","0","0"
"贝拉米有机婴儿奶粉（2阶段, 6-12个月）","http://www.fieldschina.com/zh/item-156.html","http://www.fieldschina.com/zh/item-156.html","","398","398","0","","","","156","Maternity &amp; Baby","","","","","","","0","0"
"贝拉米有机婴儿奶粉（2阶段, 6-12个月）","http://www.fieldschina.com/zh/item-156.html","http://www.fieldschina.com/zh/item-156.html","","398","398","0","","","","156","Baby Formulas","","","","","","","0","0"
"贝拉米 有机婴儿奶粉(3阶段,12个月以上）","http://www.fieldschina.com/zh/item-161.html","http://www.fieldschina.com/zh/item-161.html","","398","398","0","","","","161","Maternity &amp; Baby","","","","","","","0","0"
"贝拉米 有机婴儿奶粉(3阶段,12个月以上）","http://www.fieldschina.com/zh/item-161.html","http://www.fieldschina.com/zh/item-161.html","","398","398","0","","","","161","Baby Formulas","","","","","","","0","0"
"牛肉糜（特选级）","http://www.fieldschina.com/zh/item-175.html","http://www.fieldschina.com/zh/item-175.html","","145","145","0","","","","175","Beef","","","","","","","0","0"
"牛肉糜（特选级）","http://www.fieldschina.com/zh/item-175.html","http://www.fieldschina.com/zh/item-175.html","","145","145","0","","","","175","Ground Meat","","","","","","","0","0"
"FIELDS 鸡胸肉","http://www.fieldschina.com/zh/item-180.html","http://www.fieldschina.com/zh/item-180.html","","40","40","0","","","","180","Meat","","","","","","","0","0"
"FIELDS 鸡胸肉","http://www.fieldschina.com/zh/item-180.html","http://www.fieldschina.com/zh/item-180.html","","40","40","0","","","","180","Chicken","","","","","","","0","0"
"阿拉斯加黑鳕鱼","http://www.fieldschina.com/zh/item-196.html","http://www.fieldschina.com/zh/item-196.html","","135","135","0","","","","196","Fish & Seafood","","","","","","","0","0"
"阿拉斯加黑鳕鱼","http://www.fieldschina.com/zh/item-196.html","http://www.fieldschina.com/zh/item-196.html","","135","135","0","","","","196","Fish","","","","","","","0","0"
"绿橄榄","http://www.fieldschina.com/zh/item-197.html","http://www.fieldschina.com/zh/item-197.html","","45","45","0","","","","197","Pantry","","","","","","","0","0"
"绿橄榄","http://www.fieldschina.com/zh/item-197.html","http://www.fieldschina.com/zh/item-197.html","","45","45","0","","","","197","Antipasti","","","","","","","0","0"
"油浸干番茄","http://www.fieldschina.com/zh/item-199.html","http://www.fieldschina.com/zh/item-199.html","","80","80","0","","","","199","Pantry","","","","","","","0","0"
"油浸干番茄","http://www.fieldschina.com/zh/item-199.html","http://www.fieldschina.com/zh/item-199.html","","80","80","0","","","","199","Antipasti","","","","","","","0","0"
"哈维斯特 澳洲有机原蜜","http://www.fieldschina.com/zh/item-203.html","http://www.fieldschina.com/zh/item-203.html","","90","90","0","","","","203","Pantry","","","","","","","0","0"
"哈维斯特 澳洲有机原蜜","http://www.fieldschina.com/zh/item-203.html","http://www.fieldschina.com/zh/item-203.html","","90","90","0","","","","203","Honey, Jams & Spreads","","","","","","","0","0"
"哈维斯特 澳洲有机森林原蜜","http://www.fieldschina.com/zh/item-204.html","http://www.fieldschina.com/zh/item-204.html","","90","90","0","","","","204","Pantry","","","","","","","0","0"
"哈维斯特 澳洲有机森林原蜜","http://www.fieldschina.com/zh/item-204.html","http://www.fieldschina.com/zh/item-204.html","","90","90","0","","","","204","Honey, Jams & Spreads","","","","","","","0","0"
"高档咖啡","http://www.fieldschina.com/zh/item-240.html","http://www.fieldschina.com/zh/item-240.html","","79","79","0","","","","240","Coffee","","","","","","","0","0"
"V咖啡：斯库罗拼配咖啡豆（焙炒咖啡豆）","http://www.fieldschina.com/zh/item-241.html","http://www.fieldschina.com/zh/item-241.html","","59","59","0","","","","241","Coffee","","","","","","","0","0"
"云南咖啡","http://www.fieldschina.com/zh/item-243.html","http://www.fieldschina.com/zh/item-243.html","","49","49","0","","","","243","Coffee","","","","","","","0","0"
"有机东北鸭田米 2.5kg","http://www.fieldschina.com/zh/item-275.html","http://www.fieldschina.com/zh/item-275.html","","50","50","0","","","","275","Pasta, Rice &amp; Grains","","","","","","","0","0"
"有机东北鸭田米 2.5kg","http://www.fieldschina.com/zh/item-275.html","http://www.fieldschina.com/zh/item-275.html","","50","50","0","","","","275","Grain &amp; Oil","","","","","","","0","0"
"有机糙米 2.5kg","http://www.fieldschina.com/zh/item-276.html","http://www.fieldschina.com/zh/item-276.html","","50","50","0","","","","276","Pasta, Rice &amp; Grains","","","","","","","0","0"
"有机糙米 2.5kg","http://www.fieldschina.com/zh/item-276.html","http://www.fieldschina.com/zh/item-276.html","","50","50","0","","","","276","Grain &amp; Oil","","","","","","","0","0"
"得科 意大利面（12号直面） 500克","http://www.fieldschina.com/zh/item-277.html","http://www.fieldschina.com/zh/item-277.html","","27","27","0","","","","277","Pasta, Rice &amp; Grains","","","","","","","0","0"
"得科 意大利面（12号直面） 500克","http://www.fieldschina.com/zh/item-277.html","http://www.fieldschina.com/zh/item-277.html","","27","27","0","","","","277","Grain &amp; Oil","","","","","","","0","0"
"得科 意大利面（特宽扁身型面）500克","http://www.fieldschina.com/zh/item-278.html","http://www.fieldschina.com/zh/item-278.html","","27","27","0","","","","278","Pasta, Rice &amp; Grains","","","","","","","0","0"
"FIELDS 精选混合嫩叶沙拉菜","http://www.fieldschina.com/zh/item-279.html","http://www.fieldschina.com/zh/item-279.html","","15","15","0","","","","279","Salad Leaves","","","","","","","0","0"
"FIELDS 精选小叶芝麻菜","http://www.fieldschina.com/zh/item-281.html","http://www.fieldschina.com/zh/item-281.html","","15","15","0","","","","281","Salad Leaves","","","","","","","0","0"
"FIELDS 精选小叶菠菜","http://www.fieldschina.com/zh/item-285.html","http://www.fieldschina.com/zh/item-285.html","","15","15","0","","","","285","Vegetables","","","","","","","0","0"
"FIELDS 精选小叶菠菜","http://www.fieldschina.com/zh/item-285.html","http://www.fieldschina.com/zh/item-285.html","","15","15","0","","","","285","Salad Leaves","","","","","","","0","0"
"FIELDS 精选小绿叶生菜","http://www.fieldschina.com/zh/item-286.html","http://www.fieldschina.com/zh/item-286.html","","15","15","0","","","","286","Salad Leaves","","","","","","","0","0"
"FIELDS 精选小绿叶沙拉菜","http://www.fieldschina.com/zh/item-287.html","http://www.fieldschina.com/zh/item-287.html","","15","15","0","","","","287","Salad Leaves","","","","","","","0","0"
"FIELDS 精选小红叶沙拉菜","http://www.fieldschina.com/zh/item-288.html","http://www.fieldschina.com/zh/item-288.html","","15","15","0","","","","288","Salad Leaves","","","","","","","0","0"
"FIELDS 精选迷你白萝卜","http://www.fieldschina.com/zh/item-292.html","http://www.fieldschina.com/zh/item-292.html","","15","15","0","","","","292","Vegetables","","","","","","","0","0"
"FIELDS 精选迷你白萝卜","http://www.fieldschina.com/zh/item-292.html","http://www.fieldschina.com/zh/item-292.html","","15","15","0","","","","292","Root Vegetables","","","","","","","0","0"
"FIELDS 精选迷你红萝卜","http://www.fieldschina.com/zh/item-293.html","http://www.fieldschina.com/zh/item-293.html","","15","15","0","","","","293","Root Vegetables","","","","","","","0","0"
"FIELDS 精选小绿叶芥末菜","http://www.fieldschina.com/zh/item-301.html","http://www.fieldschina.com/zh/item-301.html","","15","15","0","","","","301","Salad Leaves","","","","","","","0","0"
"朝鲜蓟","http://www.fieldschina.com/zh/item-302.html","http://www.fieldschina.com/zh/item-302.html","","35","35","0","","","","302","Vegetables","","","","","","","0","0"
"朝鲜蓟","http://www.fieldschina.com/zh/item-302.html","http://www.fieldschina.com/zh/item-302.html","","35","35","0","","","","302","Garden Vegetables","","","","","","","0","0"
"深绿西葫芦","http://www.fieldschina.com/zh/item-308.html","http://www.fieldschina.com/zh/item-308.html","","20","20","0","","","","308","Garden Vegetables","","","","","","","0","0"
"墨西哥 牛油果","http://www.fieldschina.com/zh/item-312.html","http://www.fieldschina.com/zh/item-312.html","","35","35","0","","","","312","Garden Vegetables","","","","","","","0","0"
"墨西哥 牛油果","http://www.fieldschina.com/zh/item-312.html","http://www.fieldschina.com/zh/item-312.html","","35","35","0","","","","312","Tropical & Specialty Fruit","","","","","","","0","0"
"彩椒","http://www.fieldschina.com/zh/item-317.html","http://www.fieldschina.com/zh/item-317.html","","30","30","0","","","","317","Peppers/Chilies","","","","","","","0","0"
"香菇","http://www.fieldschina.com/zh/item-321.html","http://www.fieldschina.com/zh/item-321.html","","12","12","0","","","","321","Mushrooms","","","","","","","0","0"
"小洋葱","http://www.fieldschina.com/zh/item-323.html","http://www.fieldschina.com/zh/item-323.html","","8","8","0","","","","323","Aromatics","","","","","","","0","0"
"姜","http://www.fieldschina.com/zh/item-325.html","http://www.fieldschina.com/zh/item-325.html","","10","10","0","","","","325","Aromatics","","","","","","","0","0"
"西芹","http://www.fieldschina.com/zh/item-326.html","http://www.fieldschina.com/zh/item-326.html","","22","22","0","","","","326","Vegetables","","","","","","","0","0"
"西芹","http://www.fieldschina.com/zh/item-326.html","http://www.fieldschina.com/zh/item-326.html","","22","22","0","","","","326","Garden Vegetables","","","","","","","0","0"
"百里香","http://www.fieldschina.com/zh/item-330.html","http://www.fieldschina.com/zh/item-330.html","","12","12","0","","","","330","Fresh Herbs","","","","","","","0","0"
"FIELDS 盆装有机迷迭香","http://www.fieldschina.com/zh/item-337.html","http://www.fieldschina.com/zh/item-337.html","","35","35","0","","","","337","Fresh Herbs","","","","","","","0","0"
"FIELDS 盆装有机迷迭香","http://www.fieldschina.com/zh/item-337.html","http://www.fieldschina.com/zh/item-337.html","","35","35","0","","","","337","Flower &amp; Potted Plants","","","","","","","0","0"
"FIELDS 盆装有机薄荷","http://www.fieldschina.com/zh/item-339.html","http://www.fieldschina.com/zh/item-339.html","","35","35","0","","","","339","Fresh Herbs","","","","","","","0","0"
"FIELDS 盆装有机薄荷","http://www.fieldschina.com/zh/item-339.html","http://www.fieldschina.com/zh/item-339.html","","35","35","0","","","","339","Flower &amp; Potted Plants","","","","","","","0","0"
"FIELDS 精选盆装罗勒","http://www.fieldschina.com/zh/item-340.html","http://www.fieldschina.com/zh/item-340.html","","35","35","0","","","","340","Fresh Herbs","","","","","","","0","0"
"FIELDS 精选盆装罗勒","http://www.fieldschina.com/zh/item-340.html","http://www.fieldschina.com/zh/item-340.html","","35","35","0","","","","340","Flower &amp; Potted Plants","","","","","","","0","0"
"FIELDS 盆装有机牛至","http://www.fieldschina.com/zh/item-342.html","http://www.fieldschina.com/zh/item-342.html","","35","35","0","","","","342","Fresh Herbs","","","","","","","0","0"
"FIELDS 盆装有机牛至","http://www.fieldschina.com/zh/item-342.html","http://www.fieldschina.com/zh/item-342.html","","35","35","0","","","","342","Flower &amp; Potted Plants","","","","","","","0","0"
"2012年 杜克霍恩庄园长相思白葡萄酒","http://www.fieldschina.com/zh/item-356.html","http://www.fieldschina.com/zh/item-356.html","","450","450","0","","","","356","White","","","","","","","0","0"
"迪考尔赤霞珠红葡萄酒","http://www.fieldschina.com/zh/item-402.html","http://www.fieldschina.com/zh/item-402.html","","300","300","0","","","","402","Red","","","","","","","0","0"
